Classes	film	nature	music	athletics	video_game	economics	war	infrastructure_transport	politics	populated_areas	architecture
wilkinson	0.00421	0.06272	0.12068	0.00996	0.00293	0.08027	0.02286	0.03697	0.07644	0.00114	0.04582
will	0.00578	0.70998	0.00103	0.00410	0.00237	0.00289	0.00333	0.24100	0.00156	0.00022	0.00988
willard	0.00346	0.11710	0.04136	0.00852	0.00163	0.04690	0.02329	0.06407	0.02100	0.00143	0.20541
willem	0.00668	0.02676	0.04240	0.00747	0.01354	0.19628	0.01323	0.00637	0.33090	0.00061	0.02870
william	0.00529	0.07674	0.03244	0.00573	0.00507	0.09192	0.02969	0.00857	0.19196	0.00163	0.09465
williams	0.00186	0.73076	0.02443	0.00383	0.00061	0.00838	0.00991	0.01568	0.00957	0.00018	0.01398
williamsburg	0.00243	0.17407	0.00124	0.00257	0.00081	0.01099	0.00390	0.43895	0.00430	0.00075	0.17203
williamson	0.00348	0.14004	0.07395	0.01139	0.00223	0.05926	0.02318	0.04036	0.05063	0.00117	0.05664
willie	0.00142	0.61303	0.07476	0.01017	0.00042	0.00510	0.00522	0.00407	0.00639	0.00014	0.00708
willing	0.00948	0.02746	0.01888	0.00199	0.00626	0.07269	0.00706	0.00302	0.62971	0.00075	0.01974
willingly	0.01064	0.09192	0.02305	0.00295	0.00327	0.07707	0.01918	0.00547	0.37976	0.00125	0.03730
willingness	0.01215	0.02074	0.02763	0.00317	0.00725	0.09293	0.00650	0.00317	0.63695	0.00070	0.01359
willis	0.00202	0.75292	0.00076	0.00319	0.00088	0.00322	0.00841	0.13416	0.00205	0.00035	0.03852
willow	0.00176	0.99070	0.00051	0.00134	0.00033	0.00202	0.00072	0.01385	0.00057	0.00008	0.00967
wills	0.00365	0.90560	0.00195	0.00304	0.00051	0.00536	0.01144	0.01512	0.00231	0.00027	0.02937
willy	0.02744	0.02802	0.06661	0.00323	0.00352	0.08531	0.01317	0.00345	0.41164	0.00078	0.00715
wilmington	0.00285	0.04392	0.07844	0.00651	0.00221	0.07247	0.01599	0.08872	0.04044	0.00093	0.07290
wilson	0.00329	0.21998	0.10190	0.00772	0.00150	0.02818	0.02757	0.01925	0.03709	0.00115	0.03455
wiltshire	0.00722	0.01716	0.01918	0.00297	0.00488	0.20399	0.00900	0.00203	0.50790	0.00080	0.02185
wimbledon	0.00113	0.02980	0.03461	0.34457	0.00151	0.01156	0.01452	0.06394	0.00564	0.00036	0.00517
win	0.00371	0.03586	0.02699	0.31597	0.01222	0.00666	0.00640	0.00252	0.02275	0.00016	0.00404
winchester	0.00330	0.78802	0.00755	0.00458	0.00077	0.02412	0.01188	0.02608	0.00863	0.00069	0.04689
wind	0.00258	0.96054	0.00092	0.00168	0.00054	0.00254	0.00244	0.02047	0.00142	0.00014	0.01321
winding	0.00159	0.63027	0.00093	0.00212	0.00083	0.00637	0.00637	0.13818	0.00213	0.00029	0.11483
windmill	0.00448	0.00192	0.00054	0.00182	0.00231	0.00255	0.00133	0.00738	0.00053	0.00020	0.97168
window	0.00350	0.12638	0.00070	0.00470	0.00126	0.00206	0.00567	0.64741	0.00164	0.00045	0.09454
windows	0.00659	0.00363	0.00069	0.00363	0.03094	0.00185	0.00113	0.02174	0.00071	0.00034	0.81161
winds	0.00216	0.98826	0.00055	0.00139	0.00021	0.00094	0.00228	0.00495	0.00102	0.00010	0.00584
windsor	0.00148	0.09870	0.00225	0.00522	0.00060	0.01397	0.00776	0.63543	0.00374	0.00043	0.02915
wine	0.00402	0.01570	0.05459	0.00319	0.00594	0.55790	0.00477	0.00713	0.08611	0.00072	0.03707
wines	0.00147	0.00210	0.00407	0.00134	0.00337	0.90036	0.00111	0.00235	0.03245	0.00038	0.00464
wing	0.00457	0.04542	0.02195	0.00361	0.00403	0.02696	0.02445	0.00343	0.36009	0.00105	0.09800
winged	0.00159	0.99300	0.00029	0.00096	0.00026	0.00131	0.00074	0.01314	0.00038	0.00007	0.00660
winger	0.00050	0.01045	0.00278	0.95761	0.00090	0.00162	0.00364	0.00040	0.00754	0.00032	0.00091
wings	0.00167	0.03560	0.00077	0.00115	0.00172	0.00173	0.00495	0.92206	0.00042	0.00020	0.01660
wingspan	0.00086	0.99911	0.00029	0.00100	0.00016	0.00081	0.00054	0.00143	0.00024	0.00004	0.00155
winner	0.00223	0.64411	0.04585	0.00971	0.00066	0.00317	0.00644	0.00700	0.00673	0.00013	0.00470
winners	0.00306	0.89949	0.01671	0.00802	0.00032	0.00371	0.00263	0.00583	0.00526	0.00008	0.00381
winning	0.00679	0.09428	0.17867	0.02330	0.00382	0.04355	0.00727	0.00884	0.09445	0.00035	0.00951
winnipeg	0.00292	0.30447	0.09984	0.00601	0.00156	0.02877	0.01079	0.01505	0.04113	0.00058	0.02809
wins	0.00357	0.04842	0.01868	0.47625	0.00747	0.01322	0.00411	0.00264	0.01354	0.00017	0.00500
winston	0.00658	0.02107	0.09261	0.00436	0.01168	0.18074	0.00568	0.00560	0.22719	0.00057	0.04021
winter	0.00309	0.97903	0.00106	0.00207	0.00023	0.00100	0.00281	0.00583	0.00093	0.00009	0.00708
winters	0.00422	0.97398	0.00072	0.00172	0.00036	0.00217	0.00264	0.01200	0.00116	0.00012	0.00828
wiped	0.01035	0.31938	0.00288	0.00144	0.00081	0.01357	0.06022	0.11335	0.01315	0.00055	0.01151
wire	0.00446	0.03058	0.00611	0.00213	0.00158	0.04232	0.02994	0.45062	0.00931	0.00077	0.01799
wired	0.00611	0.01297	0.02556	0.00374	0.00947	0.08891	0.00667	0.00229	0.59751	0.00055	0.01817
wireless	0.00224	0.00796	0.05075	0.00360	0.00796	0.44987	0.00448	0.01907	0.06763	0.00038	0.01845
wires	0.01635	0.04079	0.00188	0.00132	0.00229	0.00655	0.02309	0.68877	0.00155	0.00041	0.01601
wisconsin	0.00377	0.07511	0.01408	0.00459	0.00639	0.13970	0.01219	0.00288	0.34108	0.00145	0.05931
wisdom	0.00524	0.04601	0.02957	0.00420	0.01089	0.15811	0.00892	0.00550	0.34812	0.00073	0.05264
wise	0.00209	0.89461	0.00463	0.00270	0.00065	0.00668	0.00599	0.02173	0.00419	0.00024	0.02489
wish	0.01568	0.07456	0.06450	0.00301	0.00616	0.07528	0.01211	0.00622	0.32436	0.00090	0.02478
wished	0.00884	0.01492	0.01849	0.00197	0.00499	0.07035	0.00580	0.00235	0.68175	0.00071	0.01839
wishes	0.01483	0.07968	0.03675	0.00321	0.00625	0.08354	0.01290	0.00636	0.40700	0.00102	0.02894
wishing	0.01119	0.18489	0.05786	0.00306	0.00276	0.04590	0.01270	0.03891	0.04572	0.00111	0.06530
wit	0.00883	0.02673	0.05337	0.00518	0.00704	0.11153	0.01052	0.00312	0.49302	0.00083	0.01824
witch	0.01817	0.07864	0.00252	0.00101	0.00447	0.00372	0.01975	0.64416	0.00304	0.00050	0.00943
witchcraft	0.01182	0.03328	0.02904	0.00141	0.00383	0.09545	0.00648	0.00422	0.52045	0.00118	0.02590
witches	0.01113	0.70700	0.01084	0.00233	0.00056	0.00509	0.01931	0.01727	0.00505	0.00022	0.00948
withdraw	0.00577	0.01960	0.01852	0.00611	0.00495	0.05500	0.03685	0.00333	0.54202	0.00074	0.01258
withdrawal	0.00534	0.02143	0.02070	0.00548	0.00387	0.05778	0.04233	0.00316	0.49936	0.00080	0.01601
withdrawing	0.00612	0.01723	0.02082	0.00652	0.00808	0.09064	0.01177	0.00307	0.55563	0.00047	0.01106
withdrawn	0.00123	0.00730	0.00114	0.00212	0.00167	0.01070	0.02809	0.84825	0.00201	0.00019	0.00699
withdrew	0.00420	0.01103	0.01660	0.00604	0.00373	0.06745	0.02595	0.00290	0.58907	0.00067	0.01423
within	0.00286	0.87527	0.00113	0.00182	0.00088	0.00807	0.00646	0.04113	0.00341	0.00036	0.03697
without	0.00503	0.11230	0.07512	0.00740	0.00319	0.04121	0.02699	0.04047	0.06544	0.00124	0.05961
withstand	0.00161	0.02505	0.00050	0.00144	0.00157	0.00155	0.01252	0.80536	0.00079	0.00026	0.06733
witness	0.01244	0.17200	0.02431	0.00444	0.00367	0.04654	0.02536	0.00854	0.23983	0.00130	0.02907
witnessed	0.00517	0.13404	0.01915	0.00403	0.00295	0.04512	0.04676	0.00986	0.20902	0.00257	0.04046
witnesses	0.00471	0.33271	0.02320	0.00434	0.00154	0.01528	0.05442	0.00819	0.08609	0.00108	0.01151
witnessing	0.01110	0.05334	0.02294	0.00342	0.00441	0.06402	0.02921	0.00605	0.35120	0.00123	0.02885
witty	0.01357	0.03220	0.03696	0.00281	0.00402	0.06680	0.01008	0.00247	0.58575	0.00082	0.01335
wives	0.03761	0.02605	0.02568	0.00145	0.00231	0.05803	0.01607	0.00289	0.46336	0.00107	0.00596
wizard	0.00762	0.02546	0.02160	0.00771	0.00655	0.00565	0.12074	0.16015	0.01020	0.00104	0.00680
wizards	0.01473	0.07078	0.06471	0.00241	0.00576	0.05386	0.01431	0.00562	0.31086	0.00074	0.01259
wka	0.00424	0.00820	0.00759	0.00168	0.00064	0.00618	0.90419	0.00269	0.03744	0.00049	0.00892
wolf	0.00387	0.96146	0.00114	0.00190	0.00082	0.00275	0.00278	0.02910	0.00125	0.00014	0.01036
wolfe	0.00158	0.65097	0.00876	0.00569	0.00080	0.01976	0.01184	0.05003	0.00675	0.00088	0.09081
wolff	0.01144	0.02651	0.07719	0.00275	0.00502	0.22650	0.00895	0.00631	0.22995	0.00080	0.03736
wolfgang	0.01021	0.02044	0.04852	0.00448	0.00967	0.11641	0.00884	0.00356	0.47795	0.00070	0.01982
wolverhampton	0.00218	0.06674	0.08516	0.04281	0.00211	0.05771	0.01851	0.07681	0.03473	0.00058	0.01813
wolves	0.00340	0.98869	0.00108	0.00344	0.00030	0.00120	0.00139	0.00614	0.00091	0.00006	0.00453
woman	0.00302	0.75804	0.00912	0.00342	0.00084	0.00880	0.02162	0.02876	0.00748	0.00027	0.01319
women	0.00538	0.07828	0.07372	0.00638	0.00487	0.09662	0.01545	0.02804	0.14280	0.00113	0.04789
won	0.00573	0.03892	0.25709	0.03391	0.00352	0.05646	0.00509	0.00362	0.07960	0.00026	0.00880
wonder	0.00253	0.30252	0.05899	0.00738	0.00128	0.01159	0.04559	0.02634	0.01099	0.00063	0.02237
wonderful	0.00696	0.89801	0.00443	0.00289	0.00059	0.00448	0.00741	0.02163	0.00195	0.00014	0.01100
wonderland	0.17623	0.04796	0.01975	0.00152	0.00124	0.02202	0.05173	0.01655	0.01532	0.00133	0.00681
wonders	0.00496	0.90241	0.00195	0.00279	0.00080	0.00354	0.00683	0.04314	0.00164	0.00015	0.01009
wong	0.01831	0.04468	0.04480	0.00336	0.00639	0.08730	0.01092	0.00675	0.43428	0.00089	0.01668
woo	0.02269	0.03962	0.04237	0.00302	0.00496	0.08539	0.01175	0.00574	0.45043	0.00093	0.01313
wood	0.00370	0.11189	0.00133	0.00151	0.00096	0.01185	0.00955	0.43085	0.00280	0.00058	0.15063
wooded	0.00094	0.99583	0.00021	0.00074	0.00024	0.00089	0.00157	0.00328	0.00063	0.00012	0.00563
wooden	0.00341	0.00473	0.00053	0.00389	0.00514	0.00278	0.00143	0.05479	0.00058	0.00041	0.87811
woodland	0.00153	0.98519	0.00047	0.00164	0.00037	0.00252	0.00145	0.00901	0.00113	0.00012	0.01903
woodlands	0.00095	0.99452	0.00041	0.00231	0.00017	0.00156	0.00061	0.00383	0.00057	0.00012	0.00518
woodrow	0.00115	0.02563	0.00484	0.00719	0.00162	0.00879	0.00449	0.81183	0.00254	0.00034	0.03059
woods	0.00258	0.96737	0.00078	0.00218	0.00049	0.00248	0.00358	0.01442	0.00156	0.00014	0.01274
woodstock	0.00281	0.92498	0.00161	0.00384	0.00038	0.00439	0.00401	0.01840	0.00160	0.00027	0.02956
woodward	0.00115	0.04185	0.00135	0.00228	0.00078	0.00637	0.00696	0.83582	0.00168	0.00034	0.03442
woody	0.00131	0.99691	0.00045	0.00155	0.00024	0.00150	0.00106	0.00455	0.00056	0.00007	0.00408
wool	0.00805	0.02645	0.00683	0.00066	0.00088	0.45930	0.00483	0.00494	0.03706	0.00153	0.22907
worcester	0.00207	0.17763	0.00911	0.00926	0.00149	0.03078	0.01080	0.19836	0.01173	0.00108	0.15637
worcestershire	0.00524	0.01670	0.02326	0.00872	0.00573	0.19018	0.01390	0.00500	0.31497	0.00047	0.04606
word	0.00288	0.92250	0.00147	0.00134	0.00061	0.00692	0.00271	0.02486	0.00307	0.00025	0.02259
wording	0.00461	0.23318	0.05277	0.00730	0.00236	0.02719	0.02410	0.02138	0.06089	0.00149	0.06596
words	0.00261	0.35063	0.05982	0.00374	0.00094	0.01309	0.03736	0.01686	0.01787	0.00060	0.02044
wore	0.00220	0.17536	0.08644	0.01506	0.00155	0.01166	0.05930	0.01605	0.01522	0.00069	0.01298
work	0.00867	0.04636	0.04837	0.00304	0.00357	0.11422	0.02347	0.01381	0.17711	0.00135	0.05894
worked	0.00707	0.01230	0.02207	0.00373	0.00516	0.38761	0.01268	0.00353	0.21334	0.00051	0.01311
worker	0.00617	0.00857	0.00978	0.00169	0.00295	0.08983	0.00681	0.00195	0.69945	0.00050	0.01034
workers	0.00629	0.00771	0.01028	0.00121	0.00183	0.12480	0.00746	0.00198	0.67722	0.00063	0.01032
workforce	0.00255	0.00263	0.00509	0.00237	0.00224	0.72303	0.00449	0.00190	0.10829	0.00039	0.00400
working	0.00787	0.01823	0.02894	0.00330	0.00714	0.39063	0.00972	0.00522	0.23237	0.00071	0.02740
workings	0.00785	0.03384	0.01919	0.00155	0.00325	0.18299	0.01507	0.02709	0.14424	0.00087	0.07466
workplace	0.00519	0.01530	0.02686	0.00408	0.01722	0.20101	0.00588	0.00429	0.39835	0.00060	0.02092
works	0.00651	0.02561	0.03659	0.00318	0.00490	0.23575	0.01496	0.01028	0.19393	0.00092	0.05503
workshop	0.00709	0.00975	0.00951	0.00128	0.00281	0.46481	0.00389	0.01021	0.06742	0.00057	0.10765
workshops	0.01040	0.02332	0.01015	0.00095	0.00165	0.34252	0.00643	0.00842	0.08297	0.00096	0.13368
world	0.00486	0.02351	0.02126	0.00402	0.00335	0.05693	0.12187	0.03855	0.07256	0.00115	0.01526
worlds	0.01914	0.00203	0.00405	0.00178	0.67380	0.00445	0.00153	0.00362	0.00286	0.00017	0.00291
worldwide	0.00538	0.00553	0.03271	0.00304	0.00553	0.52331	0.00286	0.00215	0.11208	0.00046	0.00844
worm	0.00070	0.99743	0.00034	0.00153	0.00025	0.00105	0.00259	0.00278	0.00067	0.00004	0.00504
worms	0.00105	0.99716	0.00033	0.00098	0.00031	0.00180	0.00070	0.00525	0.00052	0.00006	0.00516
worn	0.00109	0.00968	0.00083	0.00076	0.00339	0.00205	0.00773	0.96501	0.00041	0.00013	0.00790
worried	0.01215	0.05351	0.02475	0.00229	0.00351	0.07765	0.01575	0.00481	0.43501	0.00087	0.03709
worries	0.00328	0.83106	0.00392	0.00383	0.00069	0.01214	0.00777	0.02424	0.00694	0.00040	0.04964
worry	0.00411	0.73977	0.01220	0.00291	0.00070	0.00935	0.01610	0.01562	0.00974	0.00023	0.01988
worse	0.00397	0.33386	0.04945	0.00451	0.00122	0.01089	0.03074	0.01001	0.03744	0.00057	0.01868
worsened	0.00635	0.03033	0.02415	0.00253	0.00280	0.09544	0.01297	0.00402	0.41683	0.00095	0.05882
worship	0.00211	0.02503	0.01126	0.00310	0.00130	0.01293	0.00249	0.03390	0.00580	0.00050	0.78234
worshipped	0.00097	0.76545	0.00067	0.00267	0.00023	0.00310	0.00119	0.02285	0.00104	0.00042	0.19955
worst	0.00664	0.85256	0.00302	0.00222	0.00095	0.00376	0.00687	0.04406	0.00172	0.00014	0.00725
worth	0.00121	0.10521	0.00358	0.00367	0.00084	0.01900	0.00511	0.60252	0.00480	0.00042	0.03163
worthy	0.00224	0.84960	0.00125	0.00330	0.00116	0.00384	0.00467	0.05854	0.00192	0.00020	0.04768
would	0.00186	0.10423	0.00551	0.00760	0.00169	0.01137	0.01034	0.35142	0.00773	0.00060	0.02763
wouldn	0.00234	0.33858	0.01723	0.00701	0.00088	0.01836	0.03347	0.07127	0.01094	0.00054	0.02103
wound	0.00351	0.03826	0.01784	0.00284	0.00262	0.09516	0.04658	0.00706	0.29750	0.00101	0.04485
wounded	0.00444	0.01275	0.00601	0.00089	0.00067	0.00398	0.86275	0.00442	0.03055	0.00048	0.00926
wounding	0.00131	0.02371	0.01754	0.00340	0.00148	0.01353	0.20797	0.00444	0.19677	0.00082	0.02314
wounds	0.00313	0.02307	0.01577	0.00143	0.00120	0.00983	0.49797	0.00416	0.09719	0.00061	0.00958
woven	0.00890	0.00720	0.00048	0.00173	0.00176	0.00502	0.00490	0.85102	0.00059	0.00036	0.06177
wrap	0.00398	0.02025	0.00098	0.00102	0.00314	0.00426	0.00503	0.95498	0.00059	0.00022	0.00881
wrapped	0.00207	0.05136	0.00098	0.00142	0.00158	0.00333	0.00362	0.89135	0.00082	0.00028	0.01394
wrath	0.00708	0.03021	0.04429	0.00748	0.00970	0.02322	0.08674	0.02393	0.06779	0.00113	0.00546
wreck	0.00051	0.01510	0.00075	0.00091	0.00198	0.00194	0.00370	0.97620	0.00033	0.00014	0.00624
wreckage	0.00233	0.93158	0.00058	0.00107	0.00042	0.00316	0.00825	0.02864	0.00210	0.00013	0.00933
wrecked	0.00060	0.00944	0.00057	0.00043	0.00203	0.00244	0.01356	0.95881	0.00032	0.00013	0.00459
wrestled	0.00479	0.00864	0.03795	0.02433	0.01266	0.21938	0.00399	0.00331	0.06392	0.00021	0.00796
wrestler	0.00305	0.43386	0.03971	0.05048	0.00201	0.00899	0.00594	0.00511	0.03051	0.00018	0.00831
wrestlers	0.06996	0.00671	0.00312	0.00588	0.08657	0.02062	0.00326	0.01701	0.00294	0.00021	0.00443
wrestling	0.02783	0.00364	0.00315	0.00997	0.05954	0.15064	0.00503	0.00355	0.03820	0.00031	0.00674
wright	0.00123	0.09351	0.00369	0.00643	0.00094	0.00963	0.00828	0.59825	0.00328	0.00038	0.03200
wrist	0.00067	0.00860	0.00111	0.00138	0.00349	0.00594	0.00566	0.95554	0.00099	0.00014	0.00634
writ	0.00581	0.01455	0.01478	0.00167	0.00443	0.04222	0.00605	0.00190	0.74980	0.00074	0.01124
write	0.02679	0.02217	0.02934	0.00170	0.00283	0.09650	0.01129	0.00344	0.51938	0.00104	0.00832
writer	0.02160	0.02516	0.02881	0.00334	0.00810	0.09634	0.01506	0.00517	0.49193	0.00072	0.00793
writers	0.01925	0.02125	0.03031	0.00260	0.00547	0.17775	0.00865	0.00474	0.51057	0.00085	0.01250
writes	0.01163	0.03386	0.03963	0.00376	0.00985	0.13598	0.00835	0.00552	0.49377	0.00078	0.01992
writing	0.01656	0.02595	0.04632	0.00271	0.00599	0.15898	0.00767	0.00410	0.46716	0.00102	0.01597
writings	0.00568	0.00850	0.00859	0.00079	0.00231	0.09222	0.00763	0.00103	0.82911	0.00064	0.00844
written	0.38459	0.02370	0.01896	0.00121	0.00131	0.01276	0.06004	0.00299	0.02812	0.00131	0.00437
wroc	0.00337	0.00762	0.00929	0.00225	0.00121	0.01501	0.14272	0.14249	0.01387	0.00050	0.01291
wrong	0.00328	0.81376	0.01423	0.00369	0.00057	0.00576	0.01425	0.01388	0.00648	0.00016	0.01275
wrongdoing	0.00511	0.01998	0.02242	0.00396	0.01209	0.07058	0.00479	0.00235	0.65138	0.00048	0.01750
wrongly	0.00188	0.95804	0.00098	0.00219	0.00047	0.00252	0.00172	0.02396	0.00122	0.00013	0.01211
wrote	0.02238	0.02182	0.03712	0.00264	0.00438	0.10992	0.01212	0.00472	0.51639	0.00079	0.00869
wrought	0.00089	0.04261	0.00184	0.00281	0.00087	0.00762	0.00607	0.67167	0.00288	0.00033	0.09121
wta	0.00106	0.98143	0.00187	0.00994	0.00024	0.00220	0.00283	0.00183	0.00668	0.00012	0.00978
wu	0.00796	0.04256	0.06817	0.00309	0.00665	0.13315	0.00956	0.00970	0.24031	0.00081	0.05796
wwe	0.10844	0.01630	0.00506	0.00315	0.01219	0.01087	0.05396	0.15189	0.00859	0.00085	0.00258
wwii	0.00520	0.00750	0.00184	0.00069	0.00053	0.00908	0.67023	0.05024	0.00786	0.00043	0.01177
www	0.00264	0.01246	0.00993	0.00561	0.00342	0.02213	0.08538	0.00083	0.66442	0.00070	0.01931
wyatt	0.01204	0.04901	0.05355	0.00355	0.00268	0.05587	0.02710	0.03283	0.04623	0.00144	0.11509
wyoming	0.00153	0.92902	0.00238	0.00269	0.00067	0.00676	0.00096	0.02610	0.00195	0.00021	0.03938
x	0.00825	0.80044	0.00348	0.00232	0.00081	0.00495	0.01413	0.03896	0.00213	0.00018	0.01160
xavier	0.00310	0.26343	0.06478	0.01392	0.00286	0.03869	0.00714	0.01512	0.08294	0.00058	0.03515
xbox	0.00319	0.00060	0.00100	0.00067	0.97617	0.00291	0.00025	0.00096	0.00097	0.00007	0.00215
xi	0.00174	0.04385	0.10896	0.09421	0.00313	0.03170	0.00996	0.01560	0.04680	0.00047	0.01480
xico	0.00556	0.01425	0.03339	0.00477	0.01644	0.16834	0.00402	0.00274	0.38069	0.00058	0.02356
xii	0.00374	0.02385	0.03460	0.00344	0.00633	0.05713	0.03620	0.03100	0.14435	0.00101	0.02843
xiii	0.00665	0.01880	0.04480	0.00505	0.01878	0.14626	0.01166	0.00758	0.31192	0.00048	0.01827
xiv	0.00431	0.02866	0.03982	0.00370	0.00804	0.12733	0.00960	0.00887	0.22602	0.00078	0.07591
xs	0.00098	0.00238	0.00165	0.00059	0.00521	0.00289	0.00334	0.97982	0.00018	0.00011	0.00162
xu	0.00907	0.03908	0.03056	0.00355	0.00714	0.11297	0.01223	0.00552	0.43628	0.00068	0.03817
xv	0.00459	0.02080	0.07446	0.01108	0.00893	0.10668	0.01318	0.01669	0.19114	0.00055	0.02837
xvi	0.00211	0.02135	0.03992	0.00368	0.00283	0.03485	0.02492	0.11400	0.02934	0.00064	0.06094
xx	0.00959	0.02944	0.14733	0.00246	0.00222	0.07792	0.01603	0.00716	0.14575	0.00108	0.02010
y	0.00539	0.00810	0.02360	0.00320	0.00857	0.14510	0.00489	0.00199	0.45781	0.00058	0.01829
ya	0.00222	0.00558	0.00598	0.00183	0.00203	0.02615	0.02473	0.00050	0.84344	0.00066	0.00928
yacht	0.00058	0.00790	0.00076	0.00111	0.00147	0.00465	0.00420	0.97330	0.00037	0.00013	0.01219
yahoo	0.00411	0.00774	0.00942	0.00156	0.00319	0.03638	0.01113	0.00094	0.83649	0.00058	0.01058
yale	0.00300	0.31990	0.04983	0.00732	0.00295	0.06450	0.01182	0.02128	0.05027	0.00122	0.06670
yan	0.00723	0.01638	0.01999	0.00233	0.00546	0.05364	0.01101	0.00289	0.65167	0.00073	0.01224
yang	0.01460	0.04474	0.03843	0.00338	0.00611	0.09770	0.01251	0.00676	0.42039	0.00083	0.02560
yankee	0.00112	0.15766	0.00891	0.00837	0.00142	0.01320	0.00657	0.31932	0.00539	0.00041	0.03268
yankees	0.00138	0.54414	0.04208	0.02114	0.00073	0.00706	0.00507	0.01110	0.01253	0.00016	0.00909
yard	0.00042	0.00527	0.00054	0.00119	0.00192	0.00277	0.00398	0.98015	0.00032	0.00014	0.01133
yards	0.00052	0.02823	0.01843	0.48955	0.00181	0.01231	0.00402	0.08635	0.00691	0.00049	0.01803
yates	0.00459	0.16162	0.03452	0.00636	0.00102	0.05050	0.02921	0.08175	0.02297	0.00105	0.05890
ye	0.00361	0.00862	0.01147	0.00585	0.00446	0.04158	0.04449	0.00178	0.56845	0.00085	0.03203
yeah	0.00130	0.84590	0.07319	0.00274	0.00045	0.00985	0.00391	0.00074	0.01217	0.00024	0.01572
year	0.00257	0.14139	0.02444	0.01104	0.00090	0.02962	0.01569	0.13431	0.01615	0.00073	0.08924
yearbook	0.00115	0.30804	0.00682	0.01029	0.00079	0.01037	0.00382	0.25002	0.00344	0.00046	0.05627
yearly	0.00277	0.92145	0.00161	0.00338	0.00080	0.00633	0.00197	0.04713	0.00191	0.00025	0.02384
years	0.00511	0.12839	0.06419	0.00653	0.00264	0.06237	0.01505	0.03358	0.04775	0.00153	0.15075
yeast	0.00093	0.93726	0.00561	0.00811	0.00037	0.00626	0.08726	0.00138	0.03534	0.00024	0.02641
yellow	0.00281	0.99525	0.00038	0.00128	0.00025	0.00121	0.00113	0.00832	0.00049	0.00007	0.00411
yellowish	0.00070	0.99909	0.00028	0.00112	0.00011	0.00099	0.00044	0.00118	0.00024	0.00005	0.00152
yemen	0.00692	0.01609	0.02159	0.00283	0.00846	0.18854	0.00673	0.00410	0.50794	0.00065	0.01820
yen	0.00552	0.00839	0.02488	0.00389	0.01009	0.13455	0.00416	0.00167	0.45225	0.00047	0.01490
yes	0.02020	0.03420	0.07314	0.00234	0.00343	0.08132	0.00663	0.00301	0.46388	0.00099	0.01728
yesterday	0.00680	0.09854	0.10860	0.00421	0.00243	0.05656	0.01495	0.00620	0.15101	0.00103	0.04809
yet	0.00278	0.92703	0.00124	0.00210	0.00078	0.00420	0.00293	0.03745	0.00185	0.00019	0.02103
yi	0.01299	0.04509	0.03242	0.00250	0.00529	0.10154	0.01343	0.00759	0.39575	0.00083	0.03570
yiddish	0.00962	0.01209	0.02468	0.00120	0.00170	0.05936	0.00510	0.00097	0.72721	0.00092	0.00824
yield	0.00212	0.96300	0.00066	0.00233	0.00036	0.00287	0.00160	0.01508	0.00134	0.00017	0.02209
yielded	0.00384	0.17492	0.03440	0.00275	0.00163	0.15992	0.00443	0.01663	0.05797	0.00146	0.13678
yielding	0.00162	0.94635	0.00104	0.00246	0.00040	0.00602	0.00119	0.01432	0.00229	0.00022	0.03490
yields	0.00226	0.98622	0.00037	0.00141	0.00026	0.00346	0.00102	0.00656	0.00136	0.00010	0.01460
yin	0.00451	0.17573	0.04318	0.00691	0.00346	0.03833	0.03729	0.03323	0.08259	0.00181	0.05135
ying	0.00486	0.06462	0.06306	0.00418	0.00330	0.03675	0.06734	0.02930	0.07214	0.00150	0.02358
ymca	0.00626	0.02678	0.02397	0.00782	0.00483	0.19368	0.01970	0.00789	0.23547	0.00097	0.06279
yo	0.00800	0.02252	0.02223	0.00276	0.00122	0.02673	0.03272	0.00071	0.67538	0.00099	0.00568
yoga	0.00277	0.43042	0.07269	0.00425	0.00219	0.03347	0.00588	0.01208	0.06727	0.00072	0.04710
yokohama	0.00322	0.24824	0.21461	0.00472	0.00126	0.02234	0.00638	0.00568	0.03729	0.00052	0.02047
yong	0.00861	0.02316	0.03227	0.00488	0.01139	0.09613	0.00873	0.00474	0.52561	0.00063	0.01801
york	0.00342	0.21954	0.03949	0.00633	0.00242	0.07662	0.01426	0.04109	0.03281	0.00193	0.12773
yorker	0.00412	0.94564	0.00162	0.00185	0.00051	0.00313	0.00441	0.01222	0.00269	0.00017	0.01426
yorkshire	0.00903	0.02978	0.05187	0.00540	0.00671	0.22128	0.01229	0.00699	0.27139	0.00071	0.03731
you	0.00723	0.48063	0.11021	0.00251	0.00098	0.00390	0.01869	0.00365	0.01232	0.00023	0.00593
young	0.00901	0.12030	0.05912	0.00420	0.00371	0.08746	0.02105	0.01408	0.14749	0.00149	0.04678
younger	0.00633	0.22051	0.03063	0.01128	0.00520	0.07059	0.01528	0.01606	0.15152	0.00090	0.03835
youngest	0.00550	0.03197	0.04694	0.00894	0.01684	0.19354	0.00926	0.00484	0.29288	0.00056	0.03186
youngster	0.00140	0.55532	0.03769	0.06217	0.00031	0.00470	0.00452	0.00102	0.01706	0.00018	0.00923
